TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,10,31,23,3,7XX EXPO BLVD,Central Business District,491933.2655,5458336.2759
Mischief,2019,11,3,12,30,7XX EXPO BLVD,Central Business District,491933.2655,5458336.2759
Mischief,2019,11,5,12,34,7XX GORE AV,Strathcona,492944.6467,5458422.9598
Mischief,2019,3,2,19,49,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Mischief,2019,1,12,14,2,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Mischief,2019,4,18,15,12,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Mischief,2019,10,9,15,51,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Mischief,2019,11,12,16,46,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Mischief,2019,7,2,20,0,7XX GRANVILLE ST,Central Business District,491301.9801,5458751.5574
Mischief,2019,10,12,4,31,7XX GRANVILLE ST,Central Business District,491335.6886,5458785.4716
Mischief,2019,5,24,0,0,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Mischief,2019,5,31,0,0,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Mischief,2019,7,24,0,0,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Mischief,2019,11,26,8,56,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Mischief,2019,3,4,20,15,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Mischief,2019,4,7,22,30,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Mischief,2019,10,27,13,20,7XX GRANVILLE ST,Central Business District,491384.3286,5458834.4081
Mischief,2019,12,7,21,14,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Mischief,2019,3,8,13,26,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.5609
Mischief,2019,5,29,21,6,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.5609
Mischief,2019,12,6,13,20,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.5609
Mischief,2019,10,14,12,0,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.9159
Mischief,2019,10,20,10,40,7XX GREAT NORTHERN WAY,Strathcona,493528.0207,5457109.9159
Mischief,2019,3,22,0,0,7XX GREAT NORTHERN WAY,Mount Pleasant,493652.5986,5457063.7358
Mischief,2019,12,26,0,0,7XX HAMILTON ST,Central Business District,491585.1434,5458472.449
Mischief,2019,4,22,7,57,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
Mischief,2019,4,23,18,2,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
Mischief,2019,11,1,10,0,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
Mischief,2019,1,12,8,19,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,4,4,17,30,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,4,23,8,19,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,5,13,20,15,7XX HAMILTON ST,Central Business District,491686.9924,5458572.7761
Mischief,2019,4,6,17,0,7XX HEATLEY AVE,Strathcona,493483.1023,5458406.3096
Mischief,2019,8,17,6,42,7XX HELMCKEN ST,Central Business District,490885.8247,5458446.2817
Mischief,2019,1,8,12,14,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,3,22,23,3,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,8,5,7,35,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,8,15,22,30,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,9,26,0,2,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,12,27,13,2,7XX HELMCKEN ST,Central Business District,490932.5209,5458388.1695
Mischief,2019,2,13,13,30,7XX HORNBY ST,Central Business District,491170.6499,5458916.7921
Mischief,2019,3,16,19,40,7XX HORNBY ST,Central Business District,491170.6499,5458916.7921
Mischief,2019,10,19,0,0,7XX HORNBY ST,Central Business District,491170.6499,5458916.7921
Mischief,2019,5,23,1,0,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Mischief,2019,10,25,8,25,7XX HORNBY ST,Central Business District,491186.9616,5458933.3815
Mischief,2019,5,29,14,54,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,7,3,6,41,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,7,22,22,34,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,11,4,20,57,7XX HORNBY ST,Central Business District,491207.4632,5458941.1901
Mischief,2019,3,11,1,7,7XX HOWE ST,Central Business District,491333.8896,5458930.9314
Mischief,2019,3,22,8,29,7XX JACKSON AVE,Strathcona,493191.1087,5458410.985
Mischief,2019,4,22,21,51,7XX JACKSON AVE,Strathcona,493191.1087,5458410.985
Mischief,2019,8,31,13,0,7XX JACKSON AVE,Strathcona,493191.1087,5458410.985
Mischief,2019,8,29,15,0,7XX JERVIS ST,West End,490657.0685,5459367.1317
Mischief,2019,9,11,7,30,7XX JERVIS ST,West End,490667.7605,5459378.227
Mischief,2019,3,18,2,0,7XX KASLO ST,Hastings-Sunrise,496594.3398,5458314.4373
Mischief,2019,9,4,0,0,7XX KEEFER ST,Strathcona,493487.7954,5458507.811
Mischief,2019,11,6,18,0,7XX KEEFER ST,Strathcona,493487.7954,5458507.811
Mischief,2019,7,9,0,0,7XX KEEFER ST,Strathcona,493503.1823,5458512.8348
Mischief,2019,10,9,21,30,7XX KEEFER ST,Strathcona,493597.723,5458509.7068
Mischief,2019,1,10,5,28,7XX KINGSWAY AVE,Mount Pleasant,493470.0245,5455998.5406
Mischief,2019,2,24,6,40,7XX KINGSWAY AVE,Mount Pleasant,493470.0245,5455998.5406
Mischief,2019,8,3,9,42,7XX KINGSWAY AVE,Mount Pleasant,493470.0245,5455998.5406
Mischief,2019,9,25,21,0,7XX KINGSWAY AVE,Mount Pleasant,493470.0245,5455998.5406
Mischief,2019,5,13,20,0,7XX KINGSWAY AVE,Kensington-Cedar Cottage,493542.3863,5455935.1893
Mischief,2019,1,8,14,0,7XX KINGSWAY AVE,Kensington-Cedar Cottage,493600.2845,5455894.3216
Mischief,2019,2,8,18,0,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2019,3,11,17,0,7XX MAIN ST,Central Business District,492738.5908,5458427.1495
Mischief,2019,10,11,22,46,7XX MAIN ST,Strathcona,492745.9154,5458393.8657
Mischief,2019,6,12,22,15,7XX MAIN ST,Strathcona,492747.721,5458426.6466
Mischief,2019,8,17,19,45,7XX MAIN ST,Strathcona,492747.721,5458426.6466
Mischief,2019,10,17,8,18,7XX MAIN ST,Strathcona,492747.721,5458426.6466
Mischief,2019,7,6,21,0,7XX MAIN ST,Strathcona,492751.3706,5458332.9072
Mischief,2019,7,9,20,0,7XX MALKIN AVE,Strathcona,493495.4976,5458051.5746
Mischief,2019,9,12,5,25,7XX MCLEAN DR,Grandview-Woodland,494613.4743,5458421.0264
Mischief,2019,5,14,11,40,7XX NATIONAL AVE,Strathcona,493662.463,5457773.8736
Mischief,2019,5,15,2,57,7XX NELSON ST,Central Business District,491033.9897,5458517.5574
Mischief,2019,12,15,10,43,7XX NEON ST,Central Business District,490656.223,5458114.3677
Mischief,2019,8,31,5,50,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2019,9,11,2,52,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2019,12,31,21,0,7XX PACIFIC BLVD,Central Business District,491969.6723,5458156.549
Mischief,2019,11,2,19,0,7XX PACIFIC BLVD,Central Business District,491980.0532,5458153.1168
Mischief,2019,7,15,6,15,7XX PACIFIC BLVD,Central Business District,491983.9101,5458156.1836
Mischief,2019,1,16,15,45,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,3,22,2,40,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,5,11,13,43,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,6,10,11,39,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,10,26,2,15,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,12,10,5,40,7XX PACIFIC BLVD,Central Business District,492008.4222,5458175.6527
Mischief,2019,2,17,22,0,7XX PACIFIC BLVD,Central Business District,492069.7024,5458224.3254
Mischief,2019,9,22,15,0,7XX PACIFIC ST,Central Business District,490571.7363,5458037.6045
Mischief,2019,1,13,23,59,7XX POWELL ST,Strathcona,493509.0666,5458924.2592
Mischief,2019,3,5,20,10,7XX POWELL ST,Strathcona,493509.0666,5458924.2592
Mischief,2019,5,24,10,41,7XX POWELL ST,Strathcona,493509.0666,5458924.2592
Mischief,2019,11,12,19,59,7XX POWELL ST,Strathcona,493509.0666,5458924.2592
Mischief,2019,2,13,15,22,7XX PRINCESS AVE,Strathcona,493341.2453,5458392.3823
Mischief,2019,1,14,1,4,7XX QUEBEC ST,Central Business District,492577.0989,5458416.3849
Mischief,2019,4,21,21,0,7XX RICHARDS ST,Central Business District,491445.7352,5458613.8621
Mischief,2019,2,5,1,39,7XX RICHARDS ST,Central Business District,491446.3049,5458627.3732
Mischief,2019,8,27,23,29,7XX RICHARDS ST,Central Business District,491546.5426,5458714.811
Mischief,2019,1,18,12,28,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,4,24,12,0,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,5,13,18,30,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,10,14,7,43,7XX RICHARDS ST,Central Business District,491548.989,5458717.2612
Mischief,2019,5,7,16,30,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Mischief,2019,12,22,11,30,7XX ROBSON ST,Central Business District,491218.8365,5458800.8258
Mischief,2019,1,15,1,0,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Mischief,2019,5,17,14,11,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Mischief,2019,8,18,23,30,7XX ROBSON ST,Central Business District,491281.5324,5458739.6944
Mischief,2019,4,10,8,0,7XX SEYMOUR ST,Central Business District,491387.0085,5458703.9871
Mischief,2019,12,20,19,0,7XX SEYMOUR ST,Central Business District,491387.0085,5458703.9871
Mischief,2019,5,6,18,0,7XX SEYMOUR ST,Central Business District,491408.8549,5458726.1294
Mischief,2019,2,15,17,0,7XX SEYMOUR ST,Central Business District,491477.846,5458783.0417
Mischief,2019,9,30,7,41,7XX SMITHE ST,Central Business District,491166.6234,5458623.8512
Mischief,2019,1,31,10,14,7XX TEMPLETON DR,Grandview-Woodland,495645.2725,5458367.6113
Mischief,2019,9,27,15,37,7XX TEMPLETON DR,Grandview-Woodland,495645.2725,5458367.6113
Mischief,2019,12,13,15,0,7XX TEMPLETON DR,Grandview-Woodland,495645.2725,5458367.6113
Mischief,2019,8,7,11,40,7XX TERMINAL AVE,Strathcona,493611.2557,5457569.0425
Mischief,2019,1,24,0,6,7XX TERMINAL AVE,Strathcona,493640.5724,5457533.9796
Mischief,2019,2,5,16,0,7XX THURLOW ST,West End,490938.3616,5459126.0626
Mischief,2019,11,5,1,45,7XX THURLOW ST,West End,490951.6418,5459126.4283
Mischief,2019,7,18,3,38,7XX THURLOW ST,West End,490967.1495,5459154.9226
Mischief,2019,1,8,4,30,7XX THURLOW ST,West End,490967.2885,5459155.0621
Mischief,2019,11,4,9,35,7XX THURLOW ST,West End,490967.2885,5459155.0621
Mischief,2019,7,19,22,0,7XX THURLOW ST,West End,491047.3979,5459221.8989
Mischief,2019,11,6,20,35,7XX THURLOW ST,West End,491047.3979,5459221.8989
Mischief,2019,2,8,14,15,7XX UNION ST,Strathcona,493515.7854,5458310.4188
Mischief,2019,8,30,1,14,7XX UNION ST,Strathcona,493556.4747,5458309.6073
Mischief,2019,6,13,4,26,7XX VERNON DR,Strathcona,494231.0322,5458384.1252
Mischief,2019,7,11,22,54,7XX VICTORIA DR,Grandview-Woodland,495232.3029,5458403.4749
Mischief,2019,9,30,21,45,7XX W 14TH AVE,Fairview,491256.7114,5456207.3645
Mischief,2019,11,23,17,30,7XX W 16TH AVE,South Cambie,491188.1296,5456028.9741
Mischief,2019,3,29,21,30,7XX W 20TH AVE,South Cambie,491198.377,5455638.8272
Mischief,2019,10,12,22,0,7XX W 24TH AVE,South Cambie,491163.7311,5455261.5734
Mischief,2019,10,3,16,0,7XX W 28TH AVE,South Cambie,491171.0403,5454838.1718
Mischief,2019,1,13,4,4,7XX W 49TH AVE,Oakridge,491017.3553,5452631.6212
Mischief,2019,10,4,21,0,7XX W 49TH AVE,Oakridge,491069.0567,5452618.8666
Mischief,2019,10,26,16,43,7XX W 53RD AVE,Oakridge,491108.96,5452187.1084
Mischief,2019,10,9,18,0,7XX W 57TH AVE,Marpole,491006.2388,5451819.5294
Mischief,2019,2,15,18,53,7XX W 68TH AVE,Marpole,491177.5165,5450829.6363
Mischief,2019,8,28,0,30,7XX W 69TH AVE,Marpole,491219.3468,5450728.813
Mischief,2019,12,30,14,25,7XX W 6TH AVE,Fairview,491282.4485,5457014.3652
Mischief,2019,2,16,22,0,7XX W 70TH AVE,Marpole,491126.6673,5450611.5189
Mischief,2019,9,11,5,6,7XX W 7TH AVE,Fairview,491246.2285,5456934.4136
Mischief,2019,3,10,22,5,7XX W 8TH AVE,Fairview,491253.9049,5456839.9814
Mischief,2019,3,13,17,0,7XX W BROADWAY AVE,Fairview,491172.2681,5456739.2076
Mischief,2019,11,25,19,0,7XX W BROADWAY AVE,Fairview,491172.2681,5456739.2076
Mischief,2019,2,21,22,0,7XX W BROADWAY AVE,Fairview,491259.368,5456737.5055
Mischief,2019,6,19,21,36,7XX W GEORGIA ST,Central Business District,491345.4329,5458933.3313
Mischief,2019,12,1,1,0,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Mischief,2019,1,2,0,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,1,16,20,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,1,21,16,50,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,2,25,20,50,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,3,1,0,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,4,15,12,21,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,6,24,1,37,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,7,24,6,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,9,21,0,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,11,24,19,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,12,10,1,45,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Mischief,2019,1,7,1,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,11,8,12,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,14,6,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,16,7,17,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,1,28,6,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,1,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,3,13,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,8,5,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,17,5,38,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,23,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,3,23,19,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,4,1,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,4,6,10,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,5,13,12,44,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,5,19,3,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,5,27,19,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,11,13,5,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,22,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,23,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,27,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,7,5,20,20,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,7,26,18,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,9,9,6,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,10,21,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,10,31,1,45,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,11,3,17,58,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,12,1,1,32,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,12,3,12,19,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,12,15,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,12,23,0,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2019,6,4,2,29,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Mischief,2019,6,22,22,5,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Mischief,2019,9,22,9,37,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Mischief,2019,12,25,12,14,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Mischief,2019,5,22,8,45,7XX W PENDER ST,Central Business District,491607.731,5459138.511
Mischief,2019,8,5,12,30,7XX W PENDER ST,Central Business District,491607.731,5459138.511
Mischief,2019,1,26,21,0,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Mischief,2019,2,7,10,0,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Mischief,2019,3,26,23,0,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Mischief,2019,5,28,2,55,7XX W PENDER ST,Central Business District,491607.7847,5459138.4593
Mischief,2019,5,17,17,0,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Mischief,2019,7,10,3,48,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Mischief,2019,12,26,13,40,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Mischief,2019,7,2,9,0,7XX WOODLAND DR,Grandview-Woodland,494706.7373,5458410.6251
Mischief,2019,10,14,15,0,80XX CHAMPLAIN CRES,Killarney,497832.9163,5451008.9793
Mischief,2019,7,2,0,0,80XX CHAMPLAIN CRES,Killarney,497839.2595,5451141.5772
Mischief,2019,8,9,8,30,80XX GRANVILLE ST,Marpole,489781.3434,5451154.9979
Mischief,2019,8,5,22,0,80XX SELKIRK ST,Marpole,490328.0281,5451133.7157
Mischief,2019,9,22,14,0,81XX ANGUS DR,Kerrisdale,489179.0265,5451085.7757
Mischief,2019,12,31,12,30,81XX ARGYLE ST,Victoria-Fraserview,494810.4475,5450822.1118
Mischief,2019,7,5,15,0,81XX BORDEN ST,Victoria-Fraserview,494619.1469,5450911.8631
Mischief,2019,7,6,21,26,81XX CAMBIE ST,Marpole,491457.4124,5450841.9659
Mischief,2019,8,21,21,30,81XX FREMLIN ST,Marpole,490718.4862,5451000.5312
Mischief,2019,1,26,22,0,81XX FREMLIN ST,Marpole,490727.4078,5450985.7267
Mischief,2019,4,18,22,0,81XX HAIG ST,Marpole,490030.8758,5451067.4099
Mischief,2019,11,30,22,30,81XX LAUREL ST,Marpole,490829.7753,5451041.6278
Mischief,2019,1,9,14,20,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Mischief,2019,1,22,15,0,81XX SHAUGHNESSY ST,Marpole,490617.2903,5450980.262
Mischief,2019,1,17,9,0,81XX SHAUGHNESSY ST,Marpole,490627.6873,5451049.2248
Mischief,2019,3,22,18,30,82XX FRASER ST,Sunset,493366.1679,5450841.3246
Mischief,2019,6,14,9,19,82XX FRASER ST,Sunset,493366.3226,5450855.4207
Mischief,2019,1,26,23,30,82XX FREMLIN ST,Marpole,490726.6926,5450938.295
Mischief,2019,12,3,9,0,82XX FRENCH ST,Marpole,489872.5479,5450956.8024
Mischief,2019,4,18,21,0,82XX HAIG ST,Marpole,490028.4594,5450987.7457
Mischief,2019,4,19,1,30,82XX HAIG ST,Marpole,490028.4594,5450987.7457
Mischief,2019,12,14,19,0,82XX KERR ST,Killarney,496946.7685,5450785.208
Mischief,2019,8,20,16,0,82XX KERR ST,Killarney,496947.5344,5450791.0458
Mischief,2019,8,4,20,30,83XX AEGEAN CRES,Killarney,497820.5389,5450652.0565
Mischief,2019,7,2,18,30,83XX CARTIER ST,Marpole,489960.9247,5450817.228
Mischief,2019,12,17,8,5,83XX ELLIOTT ST,Killarney,495868.6898,5450549.9913
Mischief,2019,6,1,21,58,83XX FRENCH ST,Marpole,489869.839,5450860.5525
Mischief,2019,5,23,9,0,83XX GRANVILLE ST,Marpole,489767.3439,5450960.3773
Mischief,2019,8,24,8,9,83XX GRANVILLE ST,Marpole,489774.485,5450880.4185
Mischief,2019,5,22,20,0,84XX AQUA DR,Victoria-Fraserview,495384.833,5450524.9375
Mischief,2019,12,19,12,0,84XX CORNISH ST,Marpole,489655.3482,5450771.1837
Mischief,2019,2,8,5,45,84XX CORNISH ST,Marpole,489655.4872,5450774.6751
Mischief,2019,11,3,15,0,84XX GRANVILLE ST,Marpole,489762.8292,5450782.7152
Mischief,2019,10,30,14,30,85XX ASH ST,Marpole,491336.171,5450600.7223
Mischief,2019,1,18,15,17,85XX CAMBIE ST,Marpole,491466.9697,5450630.7867
Mischief,2019,12,19,18,0,85XX CAMBIE ST,Marpole,491466.9697,5450630.7867
Mischief,2019,6,13,6,47,85XX FRENCH ST,Marpole,489866.9904,5450739.6643
Mischief,2019,11,24,20,11,85XX RIVER DISTRICT CRSS,Killarney,497741.3435,5450394.2214
Mischief,2019,9,14,0,0,85XX RIVER DISTRICT CRSS,Killarney,497749.3867,5450383.4299
Mischief,2019,9,23,0,0,85XX RIVER DISTRICT CRSS,Killarney,497749.3867,5450383.4299
Mischief,2019,8,3,20,32,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Mischief,2019,8,6,12,30,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.8273
Mischief,2019,5,3,6,0,86XX CAMBIE ST,Marpole,491463.836,5450494.2292
Mischief,2019,3,22,18,30,86XX CARTIER ST,Marpole,489975.9252,5450553.7116
Mischief,2019,10,22,20,30,86XX FRENCH ST,Marpole,489854.6814,5450607.8504
Mischief,2019,10,24,20,0,86XX FRENCH ST,Marpole,489854.6814,5450607.8504
Mischief,2019,7,10,1,21,86XX GRANVILLE ST,Marpole,489765.1193,5450510.6518
Mischief,2019,10,19,12,0,86XX GRANVILLE ST,Marpole,489765.1193,5450510.6518
Mischief,2019,8,13,8,0,86XX GRANVILLE ST,Marpole,489768.3381,5450639.2835
Mischief,2019,8,5,20,0,86XX LAUREL ST,Marpole,490798.3466,5450537.8876
Mischief,2019,6,3,12,0,86XX MONTCALM ST,Marpole,490089.4939,5450641.3217
Mischief,2019,10,4,12,0,86XX OSLER ST,Marpole,490413.8408,5450506.4351
Mischief,2019,9,10,18,0,86XX OSLER ST,Marpole,490418.4433,5450632.6891
Mischief,2019,3,12,19,46,86XX SELKIRK ST,Marpole,490293.3949,5450499.62
Mischief,2019,1,3,22,0,86XX YUKON ST,Marpole,491610.1476,5450532.8339
Mischief,2019,11,12,23,0,87XX HEATHER ST,Marpole,490980.5003,5450420.9446
Mischief,2019,7,27,18,0,87XX SELKIRK ST,Marpole,490292.6427,5450464.8297
Mischief,2019,12,22,14,28,87XX SW MARINE DR,Marpole,489640.1241,5450365.4738
Mischief,2019,8,3,7,0,88XX ASH ST,Marpole,491327.8569,5450333.7668
Mischief,2019,4,19,9,0,88XX HUDSON ST,Marpole,490193.6975,5450327.9313
Mischief,2019,2,13,4,46,88XX LAUREL ST,Marpole,490905.618,5450277.0173
Mischief,2019,2,3,22,0,88XX MONTCALM ST,Marpole,490077.4699,5450216.3155
Mischief,2019,2,23,10,20,88XX MONTCALM ST,Marpole,490077.4699,5450216.3155
Mischief,2019,5,22,11,0,88XX MONTCALM ST,Marpole,490080.3171,5450328.1499
Mischief,2019,5,1,7,0,88XX N LAGOON DR,Stanley Park,489517.6639,5460454.2347
Mischief,2019,12,24,18,0,89XX HUDSON ST,Marpole,490177.6925,5450074.8639
Mischief,2019,1,28,16,30,89XX HUDSON ST,Marpole,490179.5674,5450154.7545
Mischief,2019,6,21,22,50,89XX OAK ST,Marpole,490506.1742,5450189.1715
Mischief,2019,5,21,21,0,8X E 13TH AVE,Mount Pleasant,492478.0843,5456286.4029
Mischief,2019,10,6,14,42,8X E 1ST AVE,Mount Pleasant,492506.2266,5457490.0411
Mischief,2019,10,11,7,18,8X E 1ST AVE,Mount Pleasant,492507.5276,5457489.9859
Mischief,2019,6,21,7,0,8X E 46TH AVE,Sunset,492417.8372,5452872.3008
Mischief,2019,1,10,13,29,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894
Mischief,2019,1,10,10,21,8X SW MARINE DR,Marpole,492125.8947,5451063.2295
Mischief,2019,5,9,16,0,8X W 1ST AVE,Mount Pleasant,492263.0719,5457491.5797
Mischief,2019,10,23,5,30,8X W 2ND AVE,Mount Pleasant,492261.6517,5457400.3239
Mischief,2019,11,30,10,50,8X W GEORGIA ST,Central Business District,492057.0735,5458263.1161
Mischief,2019,2,14,19,0,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,3,9,23,0,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,5,23,18,10,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,6,4,14,49,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,7,12,21,33,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,7,18,19,41,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,7,22,21,40,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,8,12,21,39,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,10,8,19,21,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,10,16,22,25,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,12,25,23,30,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,12,27,14,30,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Mischief,2019,8,19,11,17,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Mischief,2019,5,30,1,13,8X W PENDER ST,Central Business District,492213.9784,5458691.5056
Mischief,2019,2,18,9,30,8X W PENDER ST,Central Business District,492214.4911,5458700.8484
